Book Date,  Description,  Book Balance,  Credit,  Debit,  Value Date,  Ref/Chq NO,  Transaction Branch
, MAKE MY TRIP -1100B0226016966,,,"-1,000,000.00", 13/03/2026, HDFCH00866336283," NETBANK, MUMBAI"
, 08626109847375-ESIFUND,,,"-2,423.00", 13/03/2026, 603138020545," NETBANK, MUMBAI"
, CHCESPW1EL8E5U-EPFOBD,,,"-94,220.00", 13/03/2026, 603138016854," NETBANK, MUMBAI"
, 02026110685757-ESIFUND,,,"-8,240.00", 13/03/2026, 603138238120," NETBANK, MUMBAI"
, CHCE2IE1EL82T7-EPFOBD,,,"-352,046.00", 13/03/2026, 603138011309," NETBANK, MUMBAI"
, 06126109868483-ESIFUND,,,"-10,641.00", 13/03/2026, 603138022457," NETBANK, MUMBAI"
, 06126110439063-ESIFUND,,,"-86,545.00", 13/03/2026, 603138253137," NETBANK, MUMBAI"
, 06126110138351-ESIFUND,,,"-97,597.00", 13/03/2026, 603138353101," NETBANK, MUMBAI"
, 06926110024263-ESIFUND,,,"-6,575.00", 13/03/2026, 603138241512," NETBANK, MUMBAI"
, CHCE8X81ELN4QJ-EPFOBD,,,"-190,950.00", 13/03/2026, 603138246196," NETBANK, MUMBAI"
, 06726109907966-ESIFUND,,,"-39,125.00", 13/03/2026, 603138037257," NETBANK, MUMBAI"
, 01326110210821-ESIFUND,,,"-2,544.00", 13/03/2026, 603138394125," NETBANK, MUMBAI"
, CHCEMZ01EL7OYU-EPFOBD,,,"-3,953,977.00", 13/03/2026, 603138007225," NETBANK, MUMBAI"
, FT Cr ECMS-CMRGE1100LCU101964-SHREE RADHA ENTERPRISE-50200066931940,," 2,240,584.00",, 13/03/2026, NBAT3FDZPUCQSSQ5," NETBANK, MUMBAI"
, CHCEAMT1ELR9JC-EPFOBD,,,"-189,836.00", 13/03/2026, 603138356089," NETBANK, MUMBAI"
, 01326110209212-ESIFUND,,,"-20,571.00", 13/03/2026, 603138368548," NETBANK, MUMBAI"
, KOTHARI METAL -1100B0226016899,,,"-8,489,311.42", 13/03/2026, HDFCH00866494110," NETBANK, MUMBAI"
, Maruti Suzuki -1100B0226016900,,,"-10,000,000.00", 13/03/2026, HDFCH00866494119," NETBANK, MUMBAI"
, RTGS Cr-ICIC0099999-RICO AUTO INDUSTRIES LIMITED-CMR GREEN TECHNOLOGIES LIMITED-ICICR22026031315046194,," 14,279,235.04",, 13/03/2026, ICICR22026031315046194, FORT
, 57500000540028-CMRA,,,"-80,000,000.00", 13/03/2026, 603138719835," NETBANK, MUMBAI"
, RTGS Cr-ICIC0000083-CMR GREEN TECHNOLOGIES LIMITED-CMR GREEN TECHNOLOGIES LTD-ICICR52026031300362724,," 90,000,000.00",, 13/03/2026, ICICR52026031300362724, FORT
, LOCAL BILL DISCOUNTED,," 80,423,457.79",, 13/03/2026, 612SB04260720005," KUNDLI, SONEPAT"
, LOCAL BILL DISCOUNTED,," 135,689,216.00",, 13/03/2026, 612SB04260720006," KUNDLI, SONEPAT"
, COMM ON LIQD OF IMP COLL BILL,,,-177, 13/03/2026, 612BC05260720006," KUNDLI, SONEPAT"
, COMM ON LIQD OF IMP COLL BILL,,,-177, 13/03/2026, 612BC05260720007," KUNDLI, SONEPAT"
, COMM ON LIQD OF IMP COLL BILL,,,-177, 13/03/2026, 612BC05260720010," KUNDLI, SONEPAT"
, COMM ON LIQD OF IMP COLL BILL,,,-177, 13/03/2026, 612BC05260720009," KUNDLI, SONEPAT"
, 00930310001274-1274,,,"-30,000,000.00", 13/03/2026, 603138842819," NETBANK, MUMBAI"
, 57500000863497-eco,,,"-60,000,000.00", 13/03/2026, 603138842748," NETBANK, MUMBAI"
, 57500000540028-40028,,,"-50,000,000.00", 13/03/2026, 603138842909," NETBANK, MUMBAI"
, RTGS Cr ECMS-ICIC0000011-CMRLTD151LCU101391-PRIME RECYCLERS-038705002558,," 1,055,000.00",, 13/03/2026, ICICR42026031300593868, FORT
, RTGS Cr-YESB0000403-TRADE CLEARING ACCOUNT-CMR GREEN TECHNOLOGIES LTD-YESBR52026031357349759,," 1,948,329.00",, 13/03/2026, YESBR52026031357349759, FORT
, RTGS Cr-YESB0000403-TRADE CLEARING ACCOUNT-CMR GREEN TECHNOLOGIES LTD-YESBR52026031357350062,," 1,892,608.00",, 13/03/2026, YESBR52026031357350062, FORT
, IMPS CR ECMS-9012-CMRGR1100LCU101696-KHUSHBUENTERPRISES-45590200000197,," 25,000.00",, 13/03/2026, 607222574484, FARIDABAD HARYANA
, NEFT Cr ECMS-UTIB0002437-CMRGR1100LCU100989-AMAR ENTERPRISES-918020057712936,," 685,500.00",, 13/03/2026, AXOMB07202158932, FORT
, AUTO SWEEPOUT TO CMR GREEN TECHNOLOGI 57500000342857,," 1,381,839.49",, 13/03/2026,, FARIDABAD HARYANA
, AUTO SWEEPOUT TO CMR GREEN TECHNOLOGI 12540310000177,," 297,228.58",, 13/03/2026,, SRIPERAMBUDUR
3/14/2026,Opening balance,"-1,799,418.67",,,,,
, RTGS Cr ECMS-UTIB0001602-CMRLTD202LCU100885-BALAJI METAL-919020028918184,," 328,000.00",, 14/03/2026, UTIBR72026031400570016, FORT
, FT Cr ECMS-CMRGR1100LCU100767-PEEYUSH METAL-50200073483622,," 2,743,000.00",, 14/03/2026, 1522816625, CBX Internet System Mumbai
, NEFT Cr ECMS-IDFB0021314-cmrgr1100lcu101943-M.R. TRADING CO.-89650005280,," 1,900,000.00",, 14/03/2026, IDFB607371517633, FORT
, IMPS CR ECMS-9751-cmrgr1100lcu101943-MR TRADING CO-89650005280,," 160,000.00",, 14/03/2026, 607309192515, FARIDABAD HARYANA
, NEFT Cr ECMS-UTIB0003112-CMRLTD151LCU101486-ADITYA ENTERPRISES-921020054868210,," 1,500.00",, 14/03/2026, AXOMB07302022666, FORT
, FT Cr ECMS-CMRLTD201LCU100820-MOHINI INDUSTRIES-50200033588193,," 1,357,000.00",, 14/03/2026, NBCMIZGCY8UEJK0H," NETBANK, MUMBAI"
, MARUTI SUZUKI -1100B0226016993,,,"-400,000.00", 14/03/2026, HDFCH00867590168," NETBANK, MUMBAI"
, CHCER1B1EOJL3E-CBICICEGATE,,,"-2,126,805.00", 14/03/2026, 603149049368," NETBANK, MUMBAI"
, CHCEZNT1EOJ0YI-CBICICEGATE,,,"-9,381,664.00", 14/03/2026, 603149043362," NETBANK, MUMBAI"
, CHCEQ6D1EOAQZ6-CBICICEGATE,,,"-2,140,647.00", 14/03/2026, 603149001281," NETBANK, MUMBAI"
, CHCEVFB1EOJ7VF-CBICICEGATE,,,"-8,121,706.00", 14/03/2026, 603149044509," NETBANK, MUMBAI"
, FT Cr ECMS-CMRGE1100LCU101980-M.S. METAL-50200095839652,," 321,800.00",, 14/03/2026, HDFCBB06720813AE," NETBANK, MUMBAI"
, FT Cr ECMS-CMRLTD201LCU100820-MOHINI INDUSTRIES-50200033588193,," 169,000.00",, 14/03/2026, NBWNETEFGJ7KYADC," NETBANK, MUMBAI"
, 03826110755754-ESIFUND,,,"-7,278.00", 14/03/2026, 603149087916," NETBANK, MUMBAI"
, 1688509941756-SBIEPAY,,,"-1,718,487.00", 14/03/2026, 603149089736," NETBANK, MUMBAI"
, 01326110188500-ESIFUND,,,"-194,821.00", 14/03/2026, 603148951764," NETBANK, MUMBAI"
, 01326109781125-ESIFUND,,,"-102,898.00", 14/03/2026, 603148950801," NETBANK, MUMBAI"
, 03826110600966-ESIFUND,,,"-32,739.00", 14/03/2026, 603148952520," NETBANK, MUMBAI"
, 01326110191234-ESIFUND,,,"-58,245.00", 14/03/2026, 603148957226," NETBANK, MUMBAI"
, 01326110051510-ESIFUND,,,"-178,548.00", 14/03/2026, 603148952131," NETBANK, MUMBAI"
, 01326109781754-ESIFUND,,,"-75,085.00", 14/03/2026, 603148951224," NETBANK, MUMBAI"
, CHCEISL1EOJE1U-CBICICEGATE,,,"-13,548,385.00", 14/03/2026, 603149045446," NETBANK, MUMBAI"
, STREAM LINE LO-1100B0226016995,,,"-464,499.49", 14/03/2026, HDFCH00867790391," NETBANK, MUMBAI"
, CHCEQOX1EOYYEN-CBICICEGATE,,,"-995,544.00", 14/03/2026, 603149129683," NETBANK, MUMBAI"
, CHCEE1A1EOXXO5-CBICICEGATE,,,"-9,988,583.00", 14/03/2026, 603149124531," NETBANK, MUMBAI"
, CHCE2KT1EOYB0O-CBICICEGATE,,,"-9,465,954.00", 14/03/2026, 603149126300," NETBANK, MUMBAI"
, CHCE0AK1EOY338-CBICICEGATE,,,"-9,545,036.00", 14/03/2026, 603149125290," NETBANK, MUMBAI"
, CHCE9UC1EOYT6Z-CBICICEGATE,,,"-7,574,211.00", 14/03/2026, 603149128961," NETBANK, MUMBAI"
, CHCE2W51EOXQRB-CBICICEGATE,,,"-9,580,731.00", 14/03/2026, 603149123576," NETBANK, MUMBAI"
, CHCEZZU1EOXLE1-CBICICEGATE,,,"-9,972,495.00", 14/03/2026, 603149122974," NETBANK, MUMBAI"
, CHCE3DP1EOYH8M-CBICICEGATE,,,"-9,723,378.00", 14/03/2026, 603149127486," NETBANK, MUMBAI"
, CHCE5DP1EOYMEI-CBICICEGATE,,,"-3,359,400.00", 14/03/2026, 603149128058," NETBANK, MUMBAI"
, CHCEQBH1EOWUMN-CBICICEGATE,,,"-2,472,108.00", 14/03/2026, 603149119256," NETBANK, MUMBAI"
, CHCEHD61EOXBEM-CBICICEGATE,,,"-7,047,917.00", 14/03/2026, 603149121189," NETBANK, MUMBAI"
, RTGS Cr-SBIN0004266-CRAFTSMAN AUTOMATION LIMITED-CMR GREEN TECHNOLOGIES LIMITED-SBINR12026031420154840,," 426,986.32",, 14/03/2026, SBINR12026031420154840, FORT
, RTGS Cr-SBIN0004266-CRAFTSMAN AUTOMATION LIMITED-CMR GREEN TECHNOLOGIES LIMITED-SBINR12026031420154842,," 4,573,012.85",, 14/03/2026, SBINR12026031420154842, FORT
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420158015,," 10,000,000.00",, 14/03/2026, SBINR12026031420158015, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420157978,," 10,000,000.00",, 14/03/2026, SBINR12026031420157978, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420158086,," 10,000,000.00",, 14/03/2026, SBINR12026031420158086, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420157979,," 10,000,000.00",, 14/03/2026, SBINR12026031420157979, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420157980,," 10,000,000.00",, 14/03/2026, SBINR12026031420157980, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420157982,," 10,000,000.00",, 14/03/2026, SBINR12026031420157982, CMS TF WBO MUMBAI
, RTGS Cr-SBIN0004298-M s Century Metal Recycling Private-Century Metal Rceycling Pvt Ltd-SBINR12026031420157981,," 10,000,000.00",, 14/03/2026, SBINR12026031420157981, CMS TF WBO MUMBAI
, CBDT/Bank Reference No:Y2607346671668/CIN No:26031400498601HDFC/Online,,,"-120,000,000.00", 14/03/2026, 260314180022125," NETBANK, MUMBAI"
, RTGS Cr ECMS-UBIN0551384-CMRLTD201LCU100856-M F METALS-513805010000059,," 9,500,000.00",, 14/03/2026, UBINR22026031401423259, FORT
, RTGS Cr ECMS-YESB0000001-CMRGR1100LCU101972-SUN SHINE ENTERPRISES-048761900000594,," 288,000.00",, 14/03/2026, YESBR12026031400028971, FORT
3/15/2026,Opening balance,"-148,308,283.99",,,,,
, RTGS Cr ECMS-UTIB0002437-CMRLTD151LCU101262-MAHAKAL ENTERPRISES-921020020261421,," 600,000.00",, 15/03/2026, UTIBR72026031500570875, FORT
, RTGS Cr ECMS-ICIC0000011-CMRLTD201LCU100490-M K TRADERS CASTING-661305500712,," 632,000.00",, 15/03/2026, ICICR42026031500513587, FORT
, RTGS Cr ECMS-KKBK0000958-CMRGR1100LCU101760-NIA METALS-3347508444,," 600,000.00",, 15/03/2026, KKBKR52026031500846623, FORT
, RTGS Cr ECMS-KKBK0000958-CMRGR1100LCU101760-NIA METALS-3347508444,," 400,000.00",, 15/03/2026, KKBKR52026031500846750, FORT
3/15/2026,Closing balance,"-146,076,283.99",,,,,
3/16/2026,Opening balance,"-146,076,283.99",,,,,
, IMPS CR ECMS-9002-CMRGR1100LCU101714-Saheba Islam-40969835055,," 50,000.00",, 16/03/2026, 607504935960, FARIDABAD HARYANA
, IMPS CR ECMS-9002-CMRGR1100LCU101714-Md Nazrullah-40564261203,," 45,000.00",, 16/03/2026, 607504936056, FARIDABAD HARYANA
, IMPS CR ECMS-9002-CMRGR1100LCU101714-Md Nazrullah-40564261203,," 45,000.00",, 16/03/2026, 607504936136, FARIDABAD HARYANA
, RTGS Cr-UTIB0000039-CMR GREEN TECHNOLOGIES LIMITED FORMERLY-CENTURY METAL RECYCLING LIMITE-UTIBR62026031463062727,," 50,000,000.00",, 16/03/2026, UTIBR62026031463062727, CMS TF WBO MUMBAI
, IMPS CR ECMS-9229-CMRGR1100LCU101714-MD ULFATULLAH-102501520991,," 50,000.00",, 16/03/2026, 607507159327, FARIDABAD HARYANA
, FT Cr ECMS-CMRGR1100LCU100767-PEEYUSH METAL-50200073483622,," 6,136,000.00",, 16/03/2026, 1524484496, CBX Internet System Mumbai
, RTGS Cr ECMS-KKBK0000958-CMRGR1100LCU100496-GMC ENTERPRISES-0747497392,," 1,568,000.00",, 16/03/2026, KKBKR12026031600862495, FORT
, NEFT Cr ECMS-IDFB0021314-cmrgr1100lcu101943-M.R. TRADING CO.-89650005280,," 700,000.00",, 16/03/2026, IDFB607571738448, FORT
, NEFT Cr ECMS-KKBK0000958-CMRGR1100LCU101760-NIA METALS-3347508444,," 170,000.00",, 16/03/2026, KKBKH26075862070, FORT
, RTGS Cr ECMS-KKBK0000958-CMRGR1100LCU100496-GMC ENTERPRISES-0747497392,," 1,500,000.00",, 16/03/2026, KKBKR12026031600862738, FORT
, RTGS Cr ECMS-ICIC0000011-CMRGR1100LCU101579-SHIVAANYA METAL ALLOYS-032705008599,," 2,723,000.00",, 16/03/2026, ICICR42026031600510103, FORT
, IMPS CR ECMS-9052-CMRGR1100LCU101769-AMAN ENTERPRISES-0667202500004701,," 40,500.00",, 16/03/2026, 607546055185, FARIDABAD HARYANA
, FT Cr ECMS-CMRGR1100LCU101936-JK SLIDE FASTNERS PVT LTD-50200112372292,," 3,116,557.00",, 16/03/2026, NB03ZDFBXEHTSACP," NETBANK, MUMBAI"
, FT Cr ECMS-CMRGR1100LCU101964-SHREE RADHA ENTERPRISE-50200066931940,," 2,240,584.00",, 16/03/2026, NBPPQJGBRBYQQXCW," NETBANK, MUMBAI"
, COMM ON LIQD OF IMP COLL BILL,,,-177, 16/03/2026, 612BC05260750002," KUNDLI, SONEPAT"
, RTGS Cr ECMS-UTIB0003202-CMRGR1100LCU101763-MATHURIA TRADERS-924020041901864,," 931,000.00",, 16/03/2026, UTIBR52026031600353207, FORT
, COMM ON LIQD OF IMP COLL BILL,,,-177, 16/03/2026, 612BC05260750003," KUNDLI, SONEPAT"
, NEFT Cr-CNRB0018862-SHRI RAMKRISHNA ENTE-CMR GREEN TECHNOLOGIES LTD-CNRBH00118068081,," 100,000.00",, 16/03/2026, CNRBH00118068081, FORT
, MULTI MODAL OV-1100B0226017051,,,"-1,880,435.79", 16/03/2026, HDFCH00869140061," NETBANK, MUMBAI"
, MULTI MODAL OV-1100B0226017049,,,"-1,098,129.73", 16/03/2026, HDFCH00869139306," NETBANK, MUMBAI"
, Maersk Line In-1100B0226017065,,,"-98,777.80", 16/03/2026, HDFCH00869138342," NETBANK, MUMBAI"
, Maersk Line In-1100B0226017066,,,"-163,677.80", 16/03/2026, HDFCH00869131244," NETBANK, MUMBAI"
, RTGS Cr ECMS-KKBK0000958-CMRGR1100LCU101869-JMD METALS RECYCLER-7291010273,," 5,720,640.00",, 16/03/2026, KKBKR52026031600912359, FORT
, COMM ON LIQD OF IMP COLL BILL,,,-177, 16/03/2026, 612BC05260750004," KUNDLI, SONEPAT"
, COMM ON LIQD OF IMP COLL BILL,,,-177, 16/03/2026, 612BC05260750005," KUNDLI, SONEPAT"
, RTGS Cr ECMS-UTIB0000806-CMRGR1100LCU101508-SIDDHANATH JEWELLERS AND REFIN-922030054149128,," 5,000,000.00",, 16/03/2026, UTIBR62026031663255536, FORT
, RTGS Cr ECMS-UTIB0000806-CMRGR1100LCU101508-SIDDHANATH JEWELLERS AND REFIN-922030054149128,," 3,500,000.00",, 16/03/2026, UTIBR62026031663259411, FORT
, FT Cr ECMS-CMRGR1100LCU100221-NIYAZ MOHD TRADING AND CASTING-59209813362326,," 540,000.00",, 16/03/2026, NB4YTKFINJG08BVM," NETBANK, MUMBAI"
, FT Cr ECMS-CMRLTD151LCU101461-SHREE JEE METALS-50200071755012,," 980,000.00",, 16/03/2026, NBTJZ3ASHDL2LNC5," NETBANK, MUMBAI"
, RTGS Cr ECMS-UTIB0000806-CMRGR1100LCU101508-SIDDHANATH JEWELLERS AND REFIN-922030054149128,," 700,000.00",, 16/03/2026, UTIBR62026031663296794, FORT
, COMM ON LIQD OF IMP COLL BILL,,,-177, 16/03/2026, 612BC05260750006," KUNDLI, SONEPAT"
, ODEX INDIA SOL-1100B0226017220,,,"-244,592.76", 16/03/2026, HDFCH00869745768," NETBANK, MUMBAI"
, ODEX INDIA SOL-1100B0226017219,,,"-248,672.02", 16/03/2026, HDFCH00869745769," NETBANK, MUMBAI"
, ODEX INDIA SOL-1100B0226017115,,,"-13,920.00", 16/03/2026, HDFCH00869745775," NETBANK, MUMBAI"
, KOSMIK CARGO I-1100B0226017114,,,"-6,848.58", 16/03/2026, HDFCH00869743300," NETBANK, MUMBAI"
, SINOKOR MERCHA-1100B0226017148,,,"-571,629.12", 16/03/2026, HDFCH00869920870," NETBANK, MUMBAI"
, Maersk Line In-1100B0226017071,,,"-405,577.80", 16/03/2026, HDFCH00869918946," NETBANK, MUMBAI"
, RTGS Cr ECMS-ICIC0000011-CMRLTD201LCU100490-M K TRADERS CASTING-661305500712,," 612,000.00",, 16/03/2026, ICICR42026031600575891, FORT
, LIQUIDATION OF IMP COLL BILL,,,"-8,335,244.39", 16/03/2026, 612BC05260470008," KUNDLI, SONEPAT"
, LIQUIDATION OF IMP COLL BILL,,,"-6,140,529.96", 16/03/2026, 612BC05260610001," KUNDLI, SONEPAT"
, LIQUIDATION OF IMP COLL BILL,,,"-3,543,077.58", 16/03/2026, 612BC05260660004," KUNDLI, SONEPAT"
," RTGS Dr-RATN0000990-CADFeesGL-NETBANK, MUM-HDFCR52026031682466391",,,"-2,950,000.00", 16/03/2026, HDFCR52026031682466391," NETBANK, MUMBAI"
, 57500000261345-1345,,,"-20,000,000.00", 16/03/2026, 603160213266," NETBANK, MUMBAI"
, NEFT Cr ECMS-CNRB0000378-CMRGR1100LCU101545-GOYAL METAL AND ALLOYS-125004451390,," 4,000,000.00",, 16/03/2026, CNRBH00118225215, FORT
, Saini Traders-1100B0226017081,,,"-10,502.00", 16/03/2026, 603169700749," NETBANK, MUMBAI"
, SHREE SHIPPING-1100B0226017098,,,"-107,880.00", 16/03/2026, 603169700710," NETBANK, MUMBAI"
, KHANIJON CORPO-1100B0226017072,,,"-8,991.60", 16/03/2026, 603169650338," NETBANK, MUMBAI"
, WASTE TO ENERG-1100B0226017112,,,"-1,639,470.24", 16/03/2026, 603169700743," NETBANK, MUMBAI"
, PETHE INDUSTRI-1100B0226017074,,,"-34,262.00", 16/03/2026, 603169651176," NETBANK, MUMBAI"
, JAY AMBE ROADL-1100B0226017094,,,"-132,600.00", 16/03/2026, 603169700694," NETBANK, MUMBAI"
, ASA ASSOCIAT-1100B0226017110,,,"-27,000.00", 16/03/2026, 603169700739," NETBANK, MUMBAI"
, WATRANA RENTAL-1100B0226017093,,,"-562,600.00", 16/03/2026, 603169700691," NETBANK, MUMBAI"
, BARODA STEEL A-1100B0226017102,,,"-141,422.40", 16/03/2026, 603169700720," NETBANK, MUMBAI"
, PATSON MACHINE-1100B0226017092,,,"-28,615.00", 16/03/2026, 603169700689," NETBANK, MUMBAI"
, MUNDHRA BROTHE-1100B0226017090,,,"-9,660.00", 16/03/2026, 603169700684," NETBANK, MUMBAI"
, MAVI IT SERV L-1100B0226017100,,,"-74,532.34", 16/03/2026, 603169700716," NETBANK, MUMBAI"
, SAINATH ENTERP-1100B0226017105,,,"-3,074.76", 16/03/2026, HDFCH00870337681," NETBANK, MUMBAI"
, FIRST CARS PRI-1100B0226017109,,,"-16,251.34", 16/03/2026, HDFCH00870340497," NETBANK, MUMBAI"
, Ansh Marketing-1100B0226017084,,,"-10,331.10", 16/03/2026, HDFCH00870340512," NETBANK, MUMBAI"
, Jyoti Industri-1100B0226017086,,,"-119,180.00", 16/03/2026, HDFCH00870337697," NETBANK, MUMBAI"
, Brahm Rishi En-1100B0226017120,,,"-18,313.60", 16/03/2026, HDFCH00870338706," NETBANK, MUMBAI"
, ORBIT TECHSOL -1100B0226017104,,,"-215,568.00", 16/03/2026, HDFCH00870342741," NETBANK, MUMBAI"
, Hind Terminals-1100B0226017083,,,"-584,374.36", 16/03/2026, HDFCH00870337723," NETBANK, MUMBAI"
, J.S.D. Enterpr-1100B0226017085,,,"-6,743.70", 16/03/2026, HDFCH00870341751," NETBANK, MUMBAI"
, Kalinga Air Ga-1100B0226017121,,,"-8,474.76", 16/03/2026, HDFCH00870340566," NETBANK, MUMBAI"
, MIEBACH CONSUL-1100B0226017108,,,"-719,999.28", 16/03/2026, HDFCH00870341753," NETBANK, MUMBAI"
, Akshara Enterp-1100B0226017116,,,"-3,481.00", 16/03/2026, HDFCH00870340577," NETBANK, MUMBAI"
, VIKAS HARDWARE-1100B0226017087,,,"-16,520.00", 16/03/2026, HDFCH00870340587," NETBANK, MUMBAI"
, Ametek Instrum-1100B0226017069,,,"-61,885.02", 16/03/2026, HDFCH00870343734," NETBANK, MUMBAI"
, VEDA INSTRUMEN-1100B0226017111,,,"-28,438.00", 16/03/2026, HDFCH00870343737," NETBANK, MUMBAI"
, Max Spare Limi-1100B0226017080,,,"-10,151.00", 16/03/2026, HDFCH00870341757," NETBANK, MUMBAI"
, FIRST CARS PRI-1100B0226017096,,,"-19,349.58", 16/03/2026, HDFCH00870343743," NETBANK, MUMBAI"
, SHIV DHARA WAT-1100B0226017113,,,"-15,880.00", 16/03/2026, HDFCH00870341004," NETBANK, MUMBAI"
, SWASTIK INTERN-1100B0226017045,,,"-1,874,357.86", 16/03/2026, HDFCH00870339600," NETBANK, MUMBAI"
, Wesman Thermal-1100B0226017078,,,"-62,497.28", 16/03/2026, HDFCH00870340686," NETBANK, MUMBAI"
, Ganesh Trading-1100B0226017089,,,-566.4, 16/03/2026, HDFCH00870339606," NETBANK, MUMBAI"
, PRATHAM TRADIN-1100B0226017091,,,"-31,557.92", 16/03/2026, HDFCH00870341037," NETBANK, MUMBAI"
, Kasting House-1100B0226017118,,,"-55,483.60", 16/03/2026, HDFCH00870342841," NETBANK, MUMBAI"
, LARSEN TOUBR-1100B0226017099,,,"-438,255.00", 16/03/2026, HDFCH00870343844," NETBANK, MUMBAI"
, DLG CONSULTING-1100B0226017097,,,"-75,330.00", 16/03/2026, HDFCH00870339617," NETBANK, MUMBAI"
, SERVICECOM TEC-1100B0226017095,,,"-5,220.00", 16/03/2026, HDFCH00870343894," NETBANK, MUMBAI"
, PARIDA ENTERPR-1100B0226017137,,,"-320,287.50", 16/03/2026, 603169711925," NETBANK, MUMBAI"
, M S JUPITER PE-1100B0226017107,,,"-1,263,068.59", 16/03/2026, HDFCH00870343907," NETBANK, MUMBAI"
, ADITI ENTERPRI-1100B0226017073,,,"-10,000.00", 16/03/2026, HDFCH00870340726," NETBANK, MUMBAI"
, M.S.Poswal Cra-1100B0226017127,,,"-5,539.00", 16/03/2026, 603169711901," NETBANK, MUMBAI"
, Foseco India L-1100B0226017117,,,"-168,740.00", 16/03/2026, HDFCH00870344736," NETBANK, MUMBAI"
, Balvinder Kuma-1100B0226017151,,,"-225,000.00", 16/03/2026, 603169719587," NETBANK, MUMBAI"
, Foseco India L-1100B0226017079,,,"-134,992.00", 16/03/2026, HDFCH00870341081," NETBANK, MUMBAI"
, RASHMI VERMA-1100B0226017153,,,"-225,000.00", 16/03/2026, 603169719594," NETBANK, MUMBAI"
, INANDS ENTERPR-1100B0226017106,,,"-7,875.00", 16/03/2026, HDFCH00870343911," NETBANK, MUMBAI"
, GAMLAA BIOSCAP-1100B0226017103,,,"-70,977.60", 16/03/2026, HDFCH00870344750," NETBANK, MUMBAI"
, AIPF PRIVATE L-1100B0226017076,,,"-213,150.00", 16/03/2026, HDFCH00870341849," NETBANK, MUMBAI"
, Saini Traders-1100B0226017172,,,"-47,302.86", 16/03/2026, 603169741367," NETBANK, MUMBAI"
, Kamal Lakhani -1100B0226017077,,,"-1,188.00", 16/03/2026, HDFCH00870341102," NETBANK, MUMBAI"
, Sharma Steels -1100B0226017126,,,"-161,756.17", 16/03/2026, 603169711898," NETBANK, MUMBAI"
, Ripon K. Mohan-1100B0226017122,,,"-10,800.00", 16/03/2026, HDFCH00870343931," NETBANK, MUMBAI"
, LINDE INDIA LI-1100B0226017075,,,"-14,124.60", 16/03/2026, HDFCH00870343933," NETBANK, MUMBAI"
, Automotive Com-1100B0226017150,,,"-8,100.00", 16/03/2026, 603169719583," NETBANK, MUMBAI"
, Saini Traders-1100B0226017128,,,"-2,616.67", 16/03/2026, 603169711904," NETBANK, MUMBAI"
, SP ENTERPRISE-1100B0226017101,,,"-4,560.56", 16/03/2026, HDFCH00870339680," NETBANK, MUMBAI"
, Pacific Electr-1100B0226017082,,,"-6,726.00", 16/03/2026, HDFCH00870343944," NETBANK, MUMBAI"
, VIJAY TRADING-1100B0226017088,,,"-1,888.00", 16/03/2026, HDFCH00870341118," NETBANK, MUMBAI"
, Rainbow Paints-1100B0226017161,,,"-16,230.90", 16/03/2026, 603169741463," NETBANK, MUMBAI"
, AGGARWAL ALUMI-1100B0226017147,,,"-1,588,266.40", 16/03/2026, 603169711949," NETBANK, MUMBAI"
